sifra,naziv,razina
28.94.5,Dijelovi i pribor za strojeve za tkanje i predenje te za strojeve za ostalu proizvodnju tekstila i odjeće i za obradu kože,4
28.94.51,Dijelovi i pribor za strojeve za predenje i tkanje,5
28.94.52,Dijelovi strojeva za ostalu proizvodnju tekstila i odjeće te za obradu kože,5
28.94.9,"Podugovarateljski poslovi kao dio proizvodnje strojeva za industriju tekstila, odjeće i kože",4
28.94.99,"Podugovarateljski poslovi kao dio proizvodnje strojeva za industriju tekstila, odjeće i kože",5
28.95,Strojevi za industriju papira i kartona te njihovi dijelovi,3
28.95.1,Strojevi za industriju papira i kartona te njihovi dijelovi,4
28.95.11,"Strojevi za industriju papira i kartona, osim njihovih dijelova",5
28.95.12,Dijelovi strojeva za industriju papira i kartona,5
28.95.9,Podugovarateljski poslovi kao dio proizvodnje strojeva za industriju papira i kartona te njihovih dijelova,4
28.95.99,Podugovarateljski poslovi kao dio proizvodnje strojeva za industriju papira i kartona te njihovih dijelova,5
28.96,Strojevi za plastiku i gumu,3
28.96.1,Ostali strojevi za obradu plastike i gume ili za izradu proizvoda od tih materijala,4
28.96.10,Ostali strojevi za obradu plastike i gume ili za izradu proizvoda od tih materijala,5
28.96.2,Dijelovi ostalih strojeva za obradu plastike i gume ili za izradu proizvoda od tih materijala,4
28.96.20,Dijelovi ostalih strojeva za obradu plastike i gume ili za izradu proizvoda od tih materijala,5
28.96.9,Podugovarateljski poslovi kao dio proizvodnje strojeva za plastiku i gumu,4
28.96.99,Podugovarateljski poslovi kao dio proizvodnje strojeva za plastiku i gumu,5
28.97,Strojevi za aditivnu proizvodnju,3
28.97.1,Strojevi za aditivnu proizvodnju,4
28.97.10,Strojevi za aditivnu proizvodnju,5
28.97.9,Podugovarateljski poslovi kao dio proizvodnje strojeva za aditivnu proizvodnju,4
28.97.99,Podugovarateljski poslovi kao dio proizvodnje strojeva za aditivnu proizvodnju,5
28.99,"Ostali strojevi za posebne namjene, d. n.",3
28.99.1,Tiskarski i knjigoveški strojevi,4
28.99.11,Knjigoveški strojevi,5
28.99.12,"Strojevi, aparati i oprema za slaganje, pripremu i izradu tiskarskih klišeja i ploča",5
28.99.13,"Strojevi za ofsetni tisak, osim uredskog tipa",5
28.99.14,"Ostali tiskarski strojevi, osim uredskog tipa",5
28.99.2,"Strojevi i aparati koji se koriste isključivo ili uglavnom za proizvodnju poluvodičkih blokova ili ploča, poluvodičkih elemenata, elektroničkih integriranih krugova ili ravnih pokaznika",4
28.99.20,"Strojevi i aparati koji se koriste isključivo ili uglavnom za proizvodnju poluvodičkih blokova ili ploča, poluvodičkih elemenata, elektroničkih integriranih krugova ili ravnih pokaznika",5
28.99.3,"Strojevi za posebne namjene, d. n.",4
28.99.31,"Sušionice za drvo, papirnu masu, papir ili karton; ostale sušionice, osim za kućanstvo",5
28.99.32,"Vrtuljci, ljuljačke, streljane i drugi sajamski objekti za zabavu",5
28.99.33,Ostali industrijski roboti,5
28.99.39,"Oprema za lansiranje zrakoplova; uređaji za zaustavljanje zrakoplova na palubi i slična oprema; oprema za balansiranje guma; strojevi za posebne namjene, d. n.",5
28.99.4,Dijelovi tiskarskih i knjigoveških strojeva,4
28.99.40,Dijelovi tiskarskih i knjigoveških strojeva,5
28.99.5,"Dijelovi strojeva i aparata vrste koja se koristi isključivo ili uglavnom za proizvodnju poluvodičkih blokova ili ploča, poluvodičkih elemenata, elektroničkih integriranih krugova ili ravnih pokaznika; dijelovi ostalih strojeva za posebne namjene",4
28.99.51,"Dijelovi strojeva i aparata vrste koja se koristi isključivo ili uglavnom za proizvodnju poluvodičkih blokova ili ploča, poluvodičkih elemenata, elektroničkih integriranih krugova ili ravnih pokaznika",5
28.99.52,Dijelovi ostalih strojeva za posebne namjene,5
28.99.9,"Podugovarateljski poslovi kao dio proizvodnje ostalih strojeva za posebne namjene, d. n.",4
28.99.99,"Podugovarateljski poslovi kao dio proizvodnje ostalih strojeva za posebne namjene, d. n.",5
29,"Motorna vozila, prikolice i poluprikolice",1
29.1,Motorna vozila,2
29.10,Motorna vozila,3
29.10.1,Motori za pogon motornih vozila,4
29.10.11,"Klipni motor s unutarnjim izgaranjem, s pravocrtnim kretanjem klipa, na paljenje pomoću svjećica, za motorna vozila",5
29.10.12,"Klipni motor s unutarnjim izgaranjem, na paljenje pomoću kompresije (dizelski ili poludizelski motor), za motorna vozila",5
29.10.13,Električni motori za pogon motornih vozila,5
29.10.2,Osobna vozila,4
29.10.21,Motorna vozila samo s klipnim motorom s unutarnjim izgaranjem na paljenje pomoću svjećica,5
29.10.22,Motorna vozila samo s klipnim motorom s unutarnjim izgaranjem na paljenje pomoću kompresije (dizelski ili poludizelski motor),5
29.10.23,Motorna vozila s klipnim motorom s unutarnjim izgaranjem na paljenje pomoću kompresije i električnim motorom kao pogonskim motorima,5
29.10.24,Motorna vozila samo s električnim pogonskim motorom,5
29.10.25,"Osobna vozila s motorom, osim s klipnim motorom s unutarnjim izgaranjem na paljenje pomoću kompresije ili električnim motorom",5
29.1,0.3Motorna vozila za prijevoz 10 ili više osoba,2
29.1,0.30Motorna vozila za prijevoz 10 ili više osoba,2
29.10.4,Motorna vozila za prijevoz robe,4
29.10.41,Vozila za prijevoz robe samo s klipnim motorom s unutarnjim izgaranjem na paljenje pomoću kompresije (dizelski ili poludizelski motor),5
29.10.42,Vozila za prijevoz robe samo s električnim motorom kao pogonskim motorom,5
29.10.43,Vozila za prijevoz robe s drugim motorima,5
29.10.44,Cestovni tegljači za poluprikolice samo s klipnim motorom s unutarnjim izgaranjem na paljenje pomoću kompresije (dizelski ili poludizelski motor),5
29.10.45,Cestovi tegljači za poluprikolice samo s električnim pogonskim motorom,5
29.10.46,Cestovi tegljači za poluprikolice s drugim motorima,5
29.10.47,"Šasije s ugrađenim motorima, za motorna vozila",5
29.10.5,Motorna vozila za posebne namjene,4
29.10.51,Vozila s dizalicom,5
29.10.52,"Vozila za vožnju po snijegu, vozila za golf i slično, s motorom",5
29.10.59,"Motorna vozila za posebne namjene, d. n.",5
29.10.9,Podugovarateljski poslovi kao dio proizvodnje motornih vozila,4
29.10.99,Podugovarateljski poslovi kao dio proizvodnje motornih vozila,5
29.2,Karoserije za motorna vozila; prikolice i poluprikolice,2
29.20,Karoserije za motorna vozila; prikolice i poluprikolice,3
29.20.1,Karoserije za motorna vozila,4
29.20.10,Karoserije za motorna vozila,5
29.20.2,Prikolice i poluprikolice; kontejneri,4
29.20.21,Kontejneri posebno konstruirani za jednu ili više vrsta prijevoza,5
29.20.22,"Prikolice i poluprikolice, za stanovanje ili kampiranje",5
29.20.23,Ostale prikolice i poluprikolice,5
29.20.3,"Dijelovi prikolica, poluprikolica i drugih vozila bez vlastitog pogona",4
29.20.30,"Dijelovi prikolica, poluprikolica i drugih vozila bez vlastitog pogona",5
29.20.4,"Usluge prepravljanja, sastavljanja, opremanja i radova na karoseriji za motorna vozila",4
29.20.40,"Usluge prepravljanja, sastavljanja, opremanja i radova na karoseriji za motorna vozila",5
29.20.5,Usluge opremanja vozila za stanovanje ili kampiranje i mobilnih kuća,4
29.20.50,Usluge opremanja vozila za stanovanje ili kampiranje i mobilnih kuća,5
29.20.9,Podugovarateljski poslovi kao dio proizvodnje karoserija za motorna vozila; prikolice i poluprikolice,4
29.20.99,Podugovarateljski poslovi kao dio proizvodnje karoserija za motorna vozila; prikolice i poluprikolice,5
29.3,Dijelovi i pribor za motorna vozila,2
29.31,Električna i elektronička oprema za motorna vozila,3
29.31.1,"Setovi vodiča za paljenje i ostali setovi vodiča za cestovna motorna vozila, zrakoplove i brodove",4
29.31.10,"Setovi vodiča za paljenje i ostali setovi vodiča za cestovna motorna vozila, zrakoplove i brodove",5
29.31.2,Ostala električna oprema za motorna vozila i njihove dijelove,4
29.31.21,Svjećice za paljenje; magneti za paljenje; dinamo-magneti; magneti zamašnjaci; razvodnici; svici za paljenje,5
29.31.22,Elektropokretači i elektropokretači-generatori dvojne namjene; ostali generatori i oprema,5
29.31.23,"Električna oprema za signalizaciju, brisači vjetrobrana, odleđivači i odmagljivači za motorna vozila i motocikle",5
29.31.3,Dijelovi ostale električne opreme za motorna vozila i motocikle,4
29.31.30,Dijelovi ostale električne opreme za motorna vozila i motocikle,5
29.31.9,Podugovarateljski poslovi kao dio proizvodnje električne i elektroničke opreme za motorna vozila,4
29.31.99,Podugovarateljski poslovi kao dio proizvodnje električne i elektroničke opreme za motorna vozila,5
29.32,Ostali dijelovi i pribor za motorna vozila,3
29.32.1,Sjedala za motorna vozila,4
29.32.10,Sjedala za motorna vozila,5
29.32.2,"Sigurnosni pojasevi, zračni jastuci te dijelovi i pribor za karoserije",4
29.32.20,"Sigurnosni pojasevi, zračni jastuci te dijelovi i pribor za karoserije",5
29.32.3,"Ostali dijelovi i pribor za motorna vozila, d. n.",4
29.32.30,"Ostali dijelovi i pribor za motorna vozila, d. n.",5
29.32.9,Usluge sastavljanja ostalih dijelova i pribora za motorna vozila; usluge sastavljanja kompletnih konstrukcija za motorna vozila unutar proizvodnog procesa; podugovarateljski poslovi kao dio proizvodnje ostalih dijelova i pribora za motorna vozila,4
29.32.91,Podugovarateljske usluge sastavljanja kompletnih konstrukcija za motorna vozila,5
29.32.92,Usluge sastavljanja ostalih dijelova i pribora za motorna vozila,5
29.32.99,Podugovarateljski poslovi kao dio proizvodnje ostalih dijelova i pribora za motorna vozila,5
30,Ostala prijevozna sredstva,1
30.1,Brodovi i čamci,2
30.11,Civilni brodovi i plutajući objekti,3
30.11.1,Brodovi i slična plovila za prijevoz putnika i robe,4
30.11.11,"Putnički brodovi, izletnički brodovi i slična plovila za prijevoz putnika; trajekti svih vrsta",5
30.11.12,"Tankeri za prijevoz sirove nafte, naftnih proizvoda, kemikalija, ukapljenog plina",5
30.11.13,"Brodovi hladnjače, osim tankera",5
30.11.14,Brodovi za prijevoz suhog tereta,5
30.11.2,Ribarski brodovi i ostali specijalni plovni objekti,4
30.11.21,Ribarski brodovi; brodovi-tvornice i ostali brodovi za preradu i konzerviranje proizvoda ribarstva,5
30.11.22,Brodovi tegljači (remorkeri) i potiskivači (gurači),5
30.11.23,"Plovna jaružala; brodovi-svjetionici, plutajuće dizalice; ostala plovila",5
30.11.3,Platforme za bušenje i proizvodnju te plovila za opskrbu tih platformi,4
30.11.30,Platforme za bušenje i proizvodnju te plovila za opskrbu tih platformi,5
30.11.4,Ostali plutajući objekti,4
30.11.40,Ostali plutajući objekti,5
30.11.9,"Usluge preinaka, popravaka i opremanja brodova, plutajućih platformi i objekata; podugovarateljski poslovi kao dio proizvodnje civilnih brodova i plutajućih objekata",4
30.11.91,"Usluge preinaka i popravaka brodova, plutajućih platformi i objekata",5
30.11.92,"Usluge opremanja brodova, plutajućih platformi i objekata",5
30.11.99,Podugovarateljski poslovi kao dio proizvodnje civilnih brodova i plutajućih objekata,5
30.12,Čamci za razonodu i sportski čamci,3
30.12.1,Čamci za razonodu i sportski čamci,4
30.12.11,"Jedrilice, uključujući jahte",5
30.12.12,Čamci na napuhavanje,5
30.12.13,"Motorni čamci, uključujući motorne jahte",5
30.12.14,"Ostali čamci za razonodu i sportski čamci, uključujući čamce na vesla i kanue",5
30.12.9,"Usluge preinaka, popravaka i opremanja čamaca za razonodu i sportskih čamaca (uključujući jahte); podugovarateljski poslovi kao dio proizvodnje čamaca za razonodu i sportskih čamaca",4
30.12.91,"Usluge preinaka, popravaka i opremanja čamaca za razonodu i sportskih čamaca (uključujući jahte)",5
30.12.99,Podugovarateljski poslovi kao dio proizvodnje čamaca za razonodu i sportskih čamaca,5
30.13,Vojni brodovi i plovila,3
30.13.1,Vojni brodovi i plovila,4
30.13.10,Vojni brodovi i plovila,5
30.13.9,Podugovarateljski poslovi kao dio proizvodnje vojnih brodova i plovila,4
30.13.99,Podugovarateljski poslovi kao dio proizvodnje vojnih brodova i plovila,5
30.2,Željezničke lokomotive i tračnička vozila,2
30.20,Željezničke lokomotive i tračnička vozila,3
30.20.1,Željezničke lokomotive i lokomotivski tenderi,4
30.20.11,Željezničke lokomotive napajane iz električne mreže,5
30.20.12,Električne dizelske lokomotive,5
30.20.13,Ostale željezničke lokomotive; lokomotivski tenderi,5
30.20.2,"Samokretni željeznički i tramvajski putnički ili teretni vagoni i vozila, osim vozila za održavanje i servisiranje",4
30.20.20,"Samokretni željeznički i tramvajski putnički ili teretni vagoni i vozila, osim vozila za održavanje i servisiranje",5
30.20.3,Ostala tračnička vozila,4
30.20.31,Željeznička i tramvajska vozila za održavanje i servisiranje,5
30.20.32,"Željeznički i tramvajski putnički vagoni, nesamokretni; prtljažni vagoni i ostali specijalni vagoni",5
30.20.33,"Željeznički i tramvajski teretni vagoni za prijevoz robe, nesamokretni",5
30.20.4,Dijelovi željezničkih i tramvajskih lokomotiva i tračničkih vozila; mehanička oprema za kontrolu prometa,4
30.20.40,Dijelovi željezničkih i tramvajskih lokomotiva i tračničkih vozila; mehanička oprema za kontrolu prometa,5
30.20.9,Usluge generalnog remonta i opremanja željezničkih i tramvajskih lokomotiva i tračničkih vozila; podugovarateljski poslovi kao dio proizvodnje željezničkih lokomotiva i tračničkih vozila,4
30.20.91,Usluge generalnog remonta i opremanja željezničkih i tramvajskih lokomotiva i tračničkih vozila,5
30.20.99,Podugovarateljski poslovi kao dio proizvodnje željezničkih lokomotiva i tračničkih vozila,5
30.3,Zrakoplovi i svemirske letjelice te srodni strojevi i oprema,2
30.31,Civilni zrakoplovi i svemirske letjelice te srodni strojevi i oprema,3
30.31.1,Motori i strojevi za zrakoplove ili svemirske letjelice; zemaljski uređaji za obuku letenja i njihovi dijelovi,4
30.31.11,Zrakoplovni motori na paljenje s pomoću svjećica,5
30.31.12,Turbomlazni i turbopropelerski motori,5
30.31.13,"Reaktivni motori, osim turbomlaznih",5
30.31.14,Zemaljski uređaji za obuku letenja i njihovi dijelovi,5
30.31.15,Dijelovi zrakoplovnih motora na paljenje s pomoću svjećica,5
30.31.16,Dijelovi turbomlaznih i turbopropelerskih motora,5
30.31.2,"Baloni i zračni brodovi; zračne jedrilice, pilotirani zmajevi i ostale letjelice bez vlastitog pogona",4
30.31.20,"Baloni i zračni brodovi; zračne jedrilice, pilotirani zmajevi i ostale letjelice bez vlastitog pogona",5
30.31.3,Helikopteri i zrakoplovi,4
30.31.31,Helikopteri,5
30.3,"1.32Zrakoplovi i ostale letjelice, prazne mase ≤ 2000 kg",2
30.3,"1.33Zrakoplovi i ostale letjelice, prazne mase > 2000 kg, ali ≤ 15 000 kg",2
30.3,"1.34Zrakoplovi i ostale letjelice, prazne mase > 15 000 kg",2
30.31.4,Svemirske letjelice (uključujući satelite) i oprema za lansiranje svemirskih letjelica,4
30.31.40,Svemirske letjelice (uključujući satelite) i oprema za lansiranje svemirskih letjelica,5
30.31.5,Civilne bespilotne letjelice,4
30.31.50,Civilne bespilotne letjelice,5
30.31.6,Ostali dijelovi zrakoplova i svemirskih letjelica,4
30.31.61,Ostali dijelovi zrakoplova,5
30.31.62,Ostali dijelovi svemirskih letjelica,5
30.31.7,Usluge remonta i preinaka zrakoplova i motora za zrakoplove,4
30.31.70,Usluge remonta i preinaka zrakoplova i motora za zrakoplove,5
30.31.9,Podugovarateljski poslovi kao dio proizvodnje civilnih zrakoplova i svemirskih letjelica te srodnih strojeva i opreme,4
30.31.98,Podugovarateljski poslovi kao dio proizvodnje civilnih zrakoplova i srodnih strojeva i opreme,5
30.31.99,Podugovarateljski poslovi kao dio proizvodnje civilnih svemirskih letjelica i srodnih strojeva i opreme,5
30.32,Vojni zrakoplovi i svemirske letjelice te srodni strojevi i oprema,3
30.32.1,Vojni zrakoplovi i svemirske letjelice te srodni strojevi i oprema,4
30.32.11,Vojni zrakoplovi i srodni strojevi i oprema,5
30.32.12,Vojne svemirske letjelice i srodni strojevi i oprema,5
30.32.9,Podugovarateljski poslovi kao dio proizvodnje vojnih zrakoplova i svemirskih letjelica te srodnih strojeva i opreme,4
30.32.98,Podugovarateljski poslovi kao dio proizvodnje vojnih zrakoplova i srodnih strojeva i opreme,5
30.32.99,Podugovarateljski poslovi kao dio proizvodnje vojnih svemirskih letjelica i srodnih strojeva i opreme,5
30.4,Vojna borbena vozila,2
30.40,Vojna borbena vozila,3
30.40.1,Vojna borbena vozila,4
30.40.10,Vojna borbena vozila,5
30.40.9,Podugovarateljski poslovi kao dio proizvodnje vojnih borbenih vozila,4
30.40.99,Podugovarateljski poslovi kao dio proizvodnje vojnih borbenih vozila,5
30.9,"Prijevozna sredstva, d. n.",2
30.91,Motocikli,3
30.91.1,Motocikli i bočne prikolice motocikala,4
30.9,"1.11Motocikli i bicikli s pomoćnim klipnim motorom s unutarnjim izgaranjem, s pravocrtnim gibanjem klipa, obujma cilindra ≤ 50 cm³",2
30.9,"1.12Motocikli s klipnim motorom s unutarnjim izgaranjem, s pravocrtnim kretanjem klipa, obujma cilindra > 50 cm³",2
30.91.13,Ostali motocikli; bočne prikolice motocikala,5
30.91.2,Dijelovi i pribor za motocikle i bočne prikolice motocikala,4
30.91.20,Dijelovi i pribor za motocikle i bočne prikolice motocikala,5
